,score,remaining_marbles,moves
30,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((3, 4), (3, 2)), ((4, 2), (4, 4)), ((3, 2), (1, 2))]"
31,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((3, 4), (3, 2)), ((4, 2), (4, 4)), ((3, 2), (1, 2))]"
32,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((3, 4), (3, 2)), ((4, 2), (4, 4)), ((3, 2), (1, 2))]"
33,16,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 1)), ((5, 1), (3, 1))]"
34,16,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 1)), ((5, 1), (3, 1))]"
35,16,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 1)), ((5, 1), (3, 1))]"
36,16,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 1)), ((5, 1), (3, 1))]"
37,16,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 1)), ((5, 1), (3, 1))]"
38,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (2, 3)), ((2, 3), (2, 1))]"
39,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (2, 3)), ((2, 3), (2, 1))]"
40,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (2, 3)), ((2, 3), (2, 1))]"
41,20,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (2, 3)), ((2, 2), (2, 4))]"
42,21,7,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (2, 3)), ((2, 3), (2, 1))]"
43,18,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (4, 3)), ((4, 2), (4, 4))]"
44,18,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (4, 3)), ((4, 2), (4, 4))]"
45,18,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (4, 3)), ((4, 2), (4, 4))]"
46,18,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (4, 3)), ((4, 2), (4, 4))]"
47,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 5), (2, 5)), ((2, 6), (2, 4))]"
48,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 5), (2, 5)), ((2, 6), (2, 4))]"
49,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 5), (2, 5)), ((2, 6), (2, 4))]"
50,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 5), (2, 5)), ((2, 6), (2, 4))]"
51,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((2, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 5), (2, 5)), ((2, 6), (2, 4))]"
52,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
53,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
54,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
55,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
56,14,6,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 1), (3, 3)), ((4, 3), (2, 3)), ((3, 5), (3, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
57,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 5), (3, 3)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((4, 3), (2, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
58,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 5), (3, 3)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((4, 3), (2, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
59,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 5), (3, 3)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((4, 3), (2, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
60,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 5), (3, 3)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((4, 3), (2, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
61,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((2, 6), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((4, 1), (4, 3)), ((6, 2), (4, 2)), ((3, 2), (1, 2)), ((3, 0), (3, 2)), ((1, 1), (3, 1)), ((0, 2), (2, 2)), ((3, 5), (5, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((2, 0), (2, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 3), (4, 3)), ((5, 5), (3, 5)), ((3, 5), (3, 3)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((4, 3), (2, 3)), ((2, 3), (2, 5)), ((2, 6), (2, 4))]"
